run_name,seed,hidden_sizes,activation,dropout,use_bn,bn_position,lr,scheduler,step_size,gamma,tmax,weight_decay,l1_lambda,batch_size,epochs,epoch,train_loss,train_acc,val_loss,val_acc,best_val_acc_so_far,best_epoch_so_far,lr_current,test_acc,test_per_class
D6_sched_cosine,42,"512,256,128",relu,0.3,1,pre,0.001,cosine,5,0.5,10,0.0001,0.0,64,10,1,0.29364927345514297,0.91745,0.10596499191820621,0.9688,0.9688,1,0.001,,
D6_sched_cosine,42,"512,256,128",relu,0.3,1,pre,0.001,cosine,5,0.5,10,0.0001,0.0,64,10,2,0.14676333326101304,0.9562166666666667,0.08389415174312889,0.9738,0.9738,2,0.0009755282581475768,,
D6_sched_cosine,42,"512,256,128",relu,0.3,1,pre,0.001,cosine,5,0.5,10,0.0001,0.0,64,10,3,0.12017561257183552,0.9635,0.07155386485531925,0.9782,0.9782,3,0.0009045084971874736,,
D6_sched_cosine,42,"512,256,128",relu,0.3,1,pre,0.001,cosine,5,0.5,10,0.0001,0.0,64,10,4,0.09951681591024002,0.9698166666666667,0.06031529153706506,0.9807,0.9807,4,0.0007938926261462366,,
D6_sched_cosine,42,"512,256,128",relu,0.3,1,pre,0.001,cosine,5,0.5,10,0.0001,0.0,64,10,5,0.0841658131847779,0.9741833333333333,0.05674782556314022,0.9829,0.9829,5,0.0006545084971874737,,
D6_sched_cosine,42,"512,256,128",relu,0.3,1,pre,0.001,cosine,5,0.5,10,0.0001,0.0,64,10,6,0.07164429379204909,0.9777666666666667,0.052555144533794375,0.9842,0.9842,6,0.0005,,
D6_sched_cosine,42,"512,256,128",relu,0.3,1,pre,0.001,cosine,5,0.5,10,0.0001,0.0,64,10,7,0.05910836430539688,0.98165,0.05013072841321118,0.9851,0.9851,7,0.00034549150281252633,,
D6_sched_cosine,42,"512,256,128",relu,0.3,1,pre,0.001,cosine,5,0.5,10,0.0001,0.0,64,10,8,0.047360165601223705,0.9847333333333333,0.04691413512350991,0.9861,0.9861,8,0.0002061073738537635,,
D6_sched_cosine,42,"512,256,128",relu,0.3,1,pre,0.001,cosine,5,0.5,10,0.0001,0.0,64,10,9,0.040944941963255405,0.98745,0.0440102984883124,0.9864,0.9864,9,9.549150281252634e-05,,
D6_sched_cosine,42,"512,256,128",relu,0.3,1,pre,0.001,cosine,5,0.5,10,0.0001,0.0,64,10,10,0.03654162593471507,0.9888,0.04290653006149223,0.9868,0.9868,10,2.4471741852423235e-05,,
D6_sched_cosine,42,"512,256,128",relu,0.3,1,pre,0.001,cosine,5,0.5,10,0.0001,0.0,64,10,-1,,,,,,,,0.9868,"0.991837,0.996476,0.987403,0.986139,0.986762,0.985426,0.986430,0.982490,0.983573,0.980178"
