run_name,seed,hidden_sizes,activation,dropout,use_bn,bn_position,lr,scheduler,step_size,gamma,tmax,weight_decay,l1_lambda,batch_size,epochs,epoch,train_loss,train_acc,val_loss,val_acc,best_val_acc_so_far,best_epoch_so_far,lr_current,test_acc,test_per_class
B2_act_gelu,42,"512,256,128",gelu,0.3,1,pre,0.001,step,5,0.5,10,0.0001,0.0,64,10,1,0.27104250218470893,0.9241833333333334,0.09880035786256194,0.9692,0.9692,1,0.001,,
B2_act_gelu,42,"512,256,128",gelu,0.3,1,pre,0.001,step,5,0.5,10,0.0001,0.0,64,10,2,0.1348802068680525,0.95935,0.07841683856770396,0.9745,0.9745,2,0.001,,
B2_act_gelu,42,"512,256,128",gelu,0.3,1,pre,0.001,step,5,0.5,10,0.0001,0.0,64,10,3,0.11177476518054803,0.9664333333333334,0.07604672164982185,0.9767,0.9767,3,0.001,,
B2_act_gelu,42,"512,256,128",gelu,0.3,1,pre,0.001,step,5,0.5,10,0.0001,0.0,64,10,4,0.09720844989319642,0.9706833333333333,0.0654291183449328,0.9785,0.9785,4,0.001,,
B2_act_gelu,42,"512,256,128",gelu,0.3,1,pre,0.001,step,5,0.5,10,0.0001,0.0,64,10,5,0.08940961844921112,0.9716333333333333,0.06043952039796859,0.9814,0.9814,5,0.001,,
B2_act_gelu,42,"512,256,128",gelu,0.3,1,pre,0.001,step,5,0.5,10,0.0001,0.0,64,10,6,0.06321096394384901,0.98015,0.052308229345991275,0.9838,0.9838,6,0.0005,,
B2_act_gelu,42,"512,256,128",gelu,0.3,1,pre,0.001,step,5,0.5,10,0.0001,0.0,64,10,7,0.05394326929027835,0.98285,0.05310327681188937,0.9845,0.9845,7,0.0005,,
B2_act_gelu,42,"512,256,128",gelu,0.3,1,pre,0.001,step,5,0.5,10,0.0001,0.0,64,10,8,0.05163790432686607,0.9833166666666666,0.053394228098751044,0.9839,0.9845,7,0.0005,,
B2_act_gelu,42,"512,256,128",gelu,0.3,1,pre,0.001,step,5,0.5,10,0.0001,0.0,64,10,9,0.05079110032729805,0.9838333333333333,0.052221387528197376,0.9829,0.9845,7,0.0005,,
B2_act_gelu,42,"512,256,128",gelu,0.3,1,pre,0.001,step,5,0.5,10,0.0001,0.0,64,10,10,0.0467159757912159,0.9852333333333333,0.051780912845837884,0.9841,0.9845,7,0.0005,,
B2_act_gelu,42,"512,256,128",gelu,0.3,1,pre,0.001,step,5,0.5,10,0.0001,0.0,64,10,-1,,,,,,,,0.9845,"0.992857,0.996476,0.981589,0.986139,0.971487,0.982063,0.985386,0.986381,0.985626,0.975223"
