run_name,seed,hidden_sizes,activation,dropout,use_bn,bn_position,lr,scheduler,step_size,gamma,tmax,weight_decay,l1_lambda,batch_size,epochs,epoch,train_loss,train_acc,val_loss,val_acc,best_val_acc_so_far,best_epoch_so_far,lr_current,test_acc,test_per_class
F1_l2_0,42,"512,256,128",relu,0.3,1,pre,0.001,step,5,0.5,10,0.0,0.0,64,10,1,0.2927463299194972,0.9177833333333333,0.10364821577370167,0.9683,0.9683,1,0.001,,
F1_l2_0,42,"512,256,128",relu,0.3,1,pre,0.001,step,5,0.5,10,0.0,0.0,64,10,2,0.14642429737846058,0.9555166666666667,0.08361967937145383,0.973,0.973,2,0.001,,
F1_l2_0,42,"512,256,128",relu,0.3,1,pre,0.001,step,5,0.5,10,0.0,0.0,64,10,3,0.11954851230283578,0.9638166666666667,0.07360118561750278,0.978,0.978,3,0.001,,
F1_l2_0,42,"512,256,128",relu,0.3,1,pre,0.001,step,5,0.5,10,0.0,0.0,64,10,4,0.09997546662489573,0.9700333333333333,0.06366580472709611,0.9802,0.9802,4,0.001,,
F1_l2_0,42,"512,256,128",relu,0.3,1,pre,0.001,step,5,0.5,10,0.0,0.0,64,10,5,0.08998658730189006,0.9721333333333333,0.06272953826226293,0.9802,0.9802,4,0.001,,
F1_l2_0,42,"512,256,128",relu,0.3,1,pre,0.001,step,5,0.5,10,0.0,0.0,64,10,6,0.06678823679039876,0.9788833333333333,0.05327317077727057,0.984,0.984,6,0.0005,,
F1_l2_0,42,"512,256,128",relu,0.3,1,pre,0.001,step,5,0.5,10,0.0,0.0,64,10,7,0.05855357061624527,0.98145,0.053634386037214425,0.9834,0.984,6,0.0005,,
F1_l2_0,42,"512,256,128",relu,0.3,1,pre,0.001,step,5,0.5,10,0.0,0.0,64,10,8,0.05209860874613126,0.9832833333333333,0.05426144349095412,0.9839,0.984,6,0.0005,,
F1_l2_0,42,"512,256,128",relu,0.3,1,pre,0.001,step,5,0.5,10,0.0,0.0,64,10,9,0.04920844794573883,0.9837166666666667,0.05192993366025621,0.984,0.984,6,0.0005,,
F1_l2_0,42,"512,256,128",relu,0.3,1,pre,0.001,step,5,0.5,10,0.0,0.0,64,10,10,0.04494054639302194,0.9861666666666666,0.052765576942113694,0.984,0.984,6,0.0005,,
F1_l2_0,42,"512,256,128",relu,0.3,1,pre,0.001,step,5,0.5,10,0.0,0.0,64,10,-1,,,,,,,,0.984,"0.993878,0.994714,0.981589,0.988119,0.980652,0.980942,0.984342,0.989300,0.976386,0.968285"
