run_name,seed,hidden_sizes,activation,dropout,use_bn,bn_position,lr,scheduler,step_size,gamma,tmax,weight_decay,l1_lambda,batch_size,epochs,epoch,train_loss,train_acc,val_loss,val_acc,best_val_acc_so_far,best_epoch_so_far,lr_current,test_acc,test_per_class
D1_lr_1e-2_step,42,"512,256,128",relu,0.3,1,pre,0.01,step,5,0.5,10,0.0001,0.0,64,10,1,0.31503497306903205,0.9062,0.19256405438184737,0.9371,0.9371,1,0.01,,
D1_lr_1e-2_step,42,"512,256,128",relu,0.3,1,pre,0.01,step,5,0.5,10,0.0001,0.0,64,10,2,0.2501891467491786,0.92595,0.1759967000976205,0.9447,0.9447,2,0.01,,
D1_lr_1e-2_step,42,"512,256,128",relu,0.3,1,pre,0.01,step,5,0.5,10,0.0001,0.0,64,10,3,0.25460068069299063,0.9244666666666667,0.14628642745688558,0.9546,0.9546,3,0.01,,
D1_lr_1e-2_step,42,"512,256,128",relu,0.3,1,pre,0.01,step,5,0.5,10,0.0001,0.0,64,10,4,0.2542738447944323,0.9252833333333333,0.1401600505501032,0.9556,0.9556,4,0.01,,
D1_lr_1e-2_step,42,"512,256,128",relu,0.3,1,pre,0.01,step,5,0.5,10,0.0001,0.0,64,10,5,0.25165506304105123,0.92625,0.1427836597442627,0.9573,0.9573,5,0.01,,
D1_lr_1e-2_step,42,"512,256,128",relu,0.3,1,pre,0.01,step,5,0.5,10,0.0001,0.0,64,10,6,0.18956696973641712,0.9454666666666667,0.09321287118345499,0.9708,0.9708,6,0.005,,
D1_lr_1e-2_step,42,"512,256,128",relu,0.3,1,pre,0.01,step,5,0.5,10,0.0001,0.0,64,10,7,0.18256078207989535,0.9462666666666667,0.09475543340593577,0.9701,0.9708,6,0.005,,
D1_lr_1e-2_step,42,"512,256,128",relu,0.3,1,pre,0.01,step,5,0.5,10,0.0001,0.0,64,10,8,0.1785678311407566,0.9464666666666667,0.09567219067271798,0.9715,0.9715,8,0.005,,
D1_lr_1e-2_step,42,"512,256,128",relu,0.3,1,pre,0.01,step,5,0.5,10,0.0001,0.0,64,10,9,0.17524115713834762,0.9475666666666667,0.10592847401350737,0.966,0.9715,8,0.005,,
D1_lr_1e-2_step,42,"512,256,128",relu,0.3,1,pre,0.01,step,5,0.5,10,0.0001,0.0,64,10,10,0.1752283646285534,0.9478166666666666,0.10147366768792272,0.9682,0.9715,8,0.005,,
D1_lr_1e-2_step,42,"512,256,128",relu,0.3,1,pre,0.01,step,5,0.5,10,0.0001,0.0,64,10,-1,,,,,,,,0.9715,"0.981633,0.991189,0.977713,0.973267,0.965377,0.954036,0.967641,0.968872,0.969199,0.961348"
