run_name,seed,hidden_sizes,activation,dropout,use_bn,bn_position,lr,scheduler,step_size,gamma,tmax,weight_decay,l1_lambda,batch_size,epochs,epoch,train_loss,train_acc,val_loss,val_acc,best_val_acc_so_far,best_epoch_so_far,lr_current,test_acc,test_per_class
E2_bn_post,42,"512,256,128",relu,0.3,1,post,0.001,step,5,0.5,10,0.0001,0.0,64,10,1,0.28696748213370643,0.91535,0.12475029608458281,0.9621,0.9621,1,0.001,,
E2_bn_post,42,"512,256,128",relu,0.3,1,post,0.001,step,5,0.5,10,0.0001,0.0,64,10,2,0.16577315298517545,0.94895,0.10081836077868939,0.9685,0.9685,2,0.001,,
E2_bn_post,42,"512,256,128",relu,0.3,1,post,0.001,step,5,0.5,10,0.0001,0.0,64,10,3,0.1420183272043864,0.9568333333333333,0.0918275606866926,0.973,0.973,3,0.001,,
E2_bn_post,42,"512,256,128",relu,0.3,1,post,0.001,step,5,0.5,10,0.0001,0.0,64,10,4,0.13010097562372686,0.9602833333333334,0.0770485278248787,0.9767,0.9767,4,0.001,,
E2_bn_post,42,"512,256,128",relu,0.3,1,post,0.001,step,5,0.5,10,0.0001,0.0,64,10,5,0.11867868904372056,0.9639,0.07800604928955436,0.9776,0.9776,5,0.001,,
E2_bn_post,42,"512,256,128",relu,0.3,1,post,0.001,step,5,0.5,10,0.0001,0.0,64,10,6,0.09027483895917733,0.9722666666666666,0.06826916084270925,0.9806,0.9806,6,0.0005,,
E2_bn_post,42,"512,256,128",relu,0.3,1,post,0.001,step,5,0.5,10,0.0001,0.0,64,10,7,0.0805586283288896,0.9749,0.06149954858757555,0.9822,0.9822,7,0.0005,,
E2_bn_post,42,"512,256,128",relu,0.3,1,post,0.001,step,5,0.5,10,0.0001,0.0,64,10,8,0.0745334205639859,0.97685,0.06109439134560526,0.9824,0.9824,8,0.0005,,
E2_bn_post,42,"512,256,128",relu,0.3,1,post,0.001,step,5,0.5,10,0.0001,0.0,64,10,9,0.07086992613275846,0.9779666666666667,0.05807638752879575,0.9821,0.9824,8,0.0005,,
E2_bn_post,42,"512,256,128",relu,0.3,1,post,0.001,step,5,0.5,10,0.0001,0.0,64,10,10,0.06608679285372297,0.9793333333333333,0.06457725601214916,0.9816,0.9824,8,0.0005,,
E2_bn_post,42,"512,256,128",relu,0.3,1,post,0.001,step,5,0.5,10,0.0001,0.0,64,10,-1,,,,,,,,0.9824,"0.989796,0.992070,0.987403,0.988119,0.975560,0.970852,0.980167,0.981518,0.980493,0.975223"
