run_name,seed,hidden_sizes,activation,dropout,use_bn,bn_position,lr,scheduler,step_size,gamma,tmax,weight_decay,l1_lambda,batch_size,epochs,epoch,train_loss,train_acc,val_loss,val_acc,best_val_acc_so_far,best_epoch_so_far,lr_current,test_acc,test_per_class
C1_drop_0p0,42,"512,256,128",relu,0.0,1,pre,0.001,step,5,0.5,10,0.0001,0.0,64,10,1,0.19883016786475977,0.9437833333333333,0.09825183267444372,0.971,0.971,1,0.001,,
C1_drop_0p0,42,"512,256,128",relu,0.0,1,pre,0.001,step,5,0.5,10,0.0001,0.0,64,10,2,0.08832988259593645,0.9728666666666667,0.08372217261493206,0.9741,0.9741,2,0.001,,
C1_drop_0p0,42,"512,256,128",relu,0.0,1,pre,0.001,step,5,0.5,10,0.0001,0.0,64,10,3,0.06957779325321317,0.9779166666666667,0.08170833296244964,0.9755,0.9755,3,0.001,,
C1_drop_0p0,42,"512,256,128",relu,0.0,1,pre,0.001,step,5,0.5,10,0.0001,0.0,64,10,4,0.05759379989355803,0.9819,0.07131020417772234,0.9772,0.9772,4,0.001,,
C1_drop_0p0,42,"512,256,128",relu,0.0,1,pre,0.001,step,5,0.5,10,0.0001,0.0,64,10,5,0.05171119631106655,0.9834666666666667,0.06327291003484278,0.9809,0.9809,5,0.001,,
C1_drop_0p0,42,"512,256,128",relu,0.0,1,pre,0.001,step,5,0.5,10,0.0001,0.0,64,10,6,0.026699808083909253,0.9913333333333333,0.05059139437838458,0.9839,0.9839,6,0.0005,,
C1_drop_0p0,42,"512,256,128",relu,0.0,1,pre,0.001,step,5,0.5,10,0.0001,0.0,64,10,7,0.0206701088850076,0.9935166666666667,0.06018917059248779,0.982,0.9839,6,0.0005,,
C1_drop_0p0,42,"512,256,128",relu,0.0,1,pre,0.001,step,5,0.5,10,0.0001,0.0,64,10,8,0.02078353155516088,0.99315,0.05418653455546591,0.9825,0.9839,6,0.0005,,
C1_drop_0p0,42,"512,256,128",relu,0.0,1,pre,0.001,step,5,0.5,10,0.0001,0.0,64,10,9,0.01965173868400355,0.9938166666666667,0.05574292221562937,0.9826,0.9839,6,0.0005,,
C1_drop_0p0,42,"512,256,128",relu,0.0,1,pre,0.001,step,5,0.5,10,0.0001,0.0,64,10,10,0.01910611071344465,0.9942,0.05934208912623581,0.9833,0.9839,6,0.0005,,
C1_drop_0p0,42,"512,256,128",relu,0.0,1,pre,0.001,step,5,0.5,10,0.0001,0.0,64,10,-1,,,,,,,,0.9839,"0.991837,0.992070,0.980620,0.990099,0.984725,0.975336,0.985386,0.987354,0.985626,0.964321"
