run_name,seed,hidden_sizes,activation,dropout,use_bn,bn_position,lr,scheduler,step_size,gamma,tmax,weight_decay,l1_lambda,batch_size,epochs,epoch,train_loss,train_acc,val_loss,val_acc,best_val_acc_so_far,best_epoch_so_far,lr_current,test_acc,test_per_class
D4_sched_none,42,"512,256,128",relu,0.3,1,pre,0.001,none,5,0.5,10,0.0001,0.0,64,10,1,0.29364927345514297,0.91745,0.10596499191820621,0.9688,0.9688,1,0.001,,
D4_sched_none,42,"512,256,128",relu,0.3,1,pre,0.001,none,5,0.5,10,0.0001,0.0,64,10,2,0.14759838214119275,0.9561333333333333,0.08438101569190622,0.9733,0.9733,2,0.001,,
D4_sched_none,42,"512,256,128",relu,0.3,1,pre,0.001,none,5,0.5,10,0.0001,0.0,64,10,3,0.12396895086169243,0.9630666666666666,0.07375407816171646,0.9767,0.9767,3,0.001,,
D4_sched_none,42,"512,256,128",relu,0.3,1,pre,0.001,none,5,0.5,10,0.0001,0.0,64,10,4,0.10689328104654948,0.96775,0.0620192439109087,0.9803,0.9803,4,0.001,,
D4_sched_none,42,"512,256,128",relu,0.3,1,pre,0.001,none,5,0.5,10,0.0001,0.0,64,10,5,0.09707830661932627,0.9708166666666667,0.0653887708708644,0.9802,0.9803,4,0.001,,
D4_sched_none,42,"512,256,128",relu,0.3,1,pre,0.001,none,5,0.5,10,0.0001,0.0,64,10,6,0.09124120096017917,0.9717166666666667,0.0633459790292196,0.9803,0.9803,4,0.001,,
D4_sched_none,42,"512,256,128",relu,0.3,1,pre,0.001,none,5,0.5,10,0.0001,0.0,64,10,7,0.08460576335887114,0.9734333333333334,0.06203574590305798,0.9813,0.9813,7,0.001,,
D4_sched_none,42,"512,256,128",relu,0.3,1,pre,0.001,none,5,0.5,10,0.0001,0.0,64,10,8,0.0794544579833746,0.9752333333333333,0.06139869179008529,0.9806,0.9813,7,0.001,,
D4_sched_none,42,"512,256,128",relu,0.3,1,pre,0.001,none,5,0.5,10,0.0001,0.0,64,10,9,0.07743388061622779,0.9758666666666667,0.05914788601007313,0.9806,0.9813,7,0.001,,
D4_sched_none,42,"512,256,128",relu,0.3,1,pre,0.001,none,5,0.5,10,0.0001,0.0,64,10,10,0.07445886495461067,0.9774833333333334,0.05613127200147137,0.9825,0.9825,10,0.001,,
D4_sched_none,42,"512,256,128",relu,0.3,1,pre,0.001,none,5,0.5,10,0.0001,0.0,64,10,-1,,,,,,,,0.9825,"0.993878,0.991189,0.989341,0.982178,0.968432,0.982063,0.981211,0.971790,0.981520,0.982161"
